Desire-Expression-Sentence,Prior-Context,Post-Context,Fulfillment-Label,Fulfillment-Agreement-Score,Evidence,Evidence-Overlap-Score,Desire-Verbal-Pattern
"After about a half hour of moving slowly, I told my manager I [needed to] go and she got all freaked out.","Of how much stress I've been under.I went home early from work today and skipped everything I was supposed to do this evening because of heart problems.There was an odd pressure in my chest; it wasn't the a-fib, not like normal anyway.","An hour later, it cleared up, and that may have had something to do with going to the bathroom (bearing down is somehow related to controlling rapid heartbeat).So I'm okay now.I think I've just pushed my body to the limit, and that's just between two classes a day (so far, Thursday's my long day) and work until 8.I usually don't notice what amounts of stress I'm under at any given time; this is a problem.So I'm going to rest, do some homework, and try to get to bed early tonight so I can finish the week without dying.",None,0,"I went home early from work today and skipped everything I was supposed to do this evening because of heart problems. An hour later, it cleared up ",0,needed to
My whole body [ached to] sing.,"I guess I was really into the song, moving my head from side to side and other ""I love this"" motions.I glanced up from the music book and saw I was being mimicked.My throat closed, and from that day forward I was never able to sing very well again.""Aw trouble it was for me, I had a very good """"ear"""" for music.""""Detecting even the slightest """"off"""" note, be it musical instrument, or voice.""","When the choir director at church stood behind each of us during a choir practice and then said that there was someone in the choir who was off key.I took it to be me and never attended choir practice again.Now with age as an excuse, I sing to the top of my voice in church, in the shower or working on some task that needs a tune or two to get through it without getting into a hateful mood.While my public efforts in church come out a deep alto, or a contralto based on whom I automatically start to harmonize with, in the shower my voice acts out its words in a clear, sweet soprano.Why am I going through this tedious process?",Unfulfilled,2,"Now with age as an excuse, I sing to the top of my voice in church, in the shower or working on some task that needs a tune or two to get through it without getting into a hateful mood. I took it to be me and never attended choir practice again. I took it to be me and never attended choir practice again. ",3,ached to
While I was out they delivered the new PC I had [ordered] and been waiting patiently for.,"The next night my parents hosted a banquet at a Chinese restaurant for us since many of their local friends had given us the traditional Chinese wedding gift of cold hard cash even though they hadn't been invited.I got to catch up with our St. Louis next door neighbors who moved in 1981.Their kids, who were born shortly afterward, are now out of college, so I got to feel pretty old.But the conversation was fun and I think Holly impressed everyone with how she could kill things with mind bullets, I mean, er, how awesome she is.It was nice to have a break from work.","So now I am updating LJ on Holly's laptop while Windows ""installs"", I.e.Has its way with me.I don't remember it being this retarded the last time I installed it.",Fulfilled,3,While I was out they delivered the new PC While I was out they delivered the new PC While I was out they delivered the new PC ,3,ordered
Paul and I [arranged to] meet a couple of hours hence:,"I went and got the stuff from the top of the hill.When I returned to the car the jitters had struck: Paul was holding Marie-in a psychological as well as a physical sense-until the tears stopped.Then she grinned weakly, dried her eyes, and was alright again.I was impressed.We drove back into town.","This gave me time to go to the library and get out some reading-matter.At 2 I returned to the shop.There I found Paul and Debbie (his girlfriend).Paul and I went to his house to finish fixing the glider.This done, we returned to the training-slopes for a bit of evening flying.",Fulfilled,3,There I found Paul and Debbie (his girlfriend). At 2 I returned to the shop.There I found Paul and Debbie (his girlfriend). There I found Paul and Debbie ,3,arranged to
"I spent the morning in my office - I cleaned my desk, found some paperwork that had gotten buried but [needed to] be taken care of, shredded a bunch of stuff I don't need and then I finished up some paperwork that I need to turn in, got the required signature on it, and some other stuff.","I know I can do it, I just have to keep at it.It's helping that it's cooler in the mornings as well - it was only 80 this morning when I left out.Then it was the usual - shower/change/chat with Ryan/do e-mail/etc.Before heading to breakfast.After breakfast it was off to formation.","Pretty soon it was lunchtime!I stitched for a little over an hour today and I didn't even require a nap, so that was a good thing.Then after lunch I headed over to turn in documents at three different places.The first one was for theater provided equipment (stuff that was left here for us by the previous unit).I took care of all that, got copies of the stuff I turned in and left to head to the next place.",Fulfilled,3,"shredded a bunch of stuff I don't need and then I finished up some paperwork that I need to turn in then I finished up some paperwork that I need to turn in, got the required signature on it, and some other stuff. I finished up some paperwork ",3,needed to
I [asked for] sample but there is no ready,That it's match with my skin nid-neuang before I buy.Finally I got 2 samplesSisley night cream and face scrub andLancome cleansing fluid for face and eyes back home JAA.Very impress with the C.service there la...,Sample product available anymore so she shared meFrom the sample kapook la ^^End of the day Mikko came to join us and we enjoyed eating sushiAt Maruseki Japanese restaurant.I realized that I wanted to get a shot when food is empty laew ah...,Unfulfilled,2,Finally I got 2 samplesSisley night cream and face scrub andLancome cleansing fluid for face and eyes but there is no ready but there is no ready ,2,asked for
"So, after work, I came home to my apartment and decided to install the new curtains that I had [ordered] and just received in the mail...","He's only 10 inches tall (about 25 cm), so he is one of my smaller bears.His sweater has a little button in the back, so it can be taken on and off.His sweater is knit from a mohair blended yarn, and I used a light silvery grey and striped it with a deep green.The sweater is very fuzzy...The weather turned a little grey today--not great for outdoor picture-taking.","If you just focus on the bed & curtains, I think it's looking a little too beige & boring, right?But, if you back up and take in a little more of the room (which is a little messy, but I am sharing anyway), I don't think it looks so bad...I just need to get some colorful artwork up on the walls, maybe get some kind of colorful throw for the bed (especially for the fall/winer), and I think it will be even better.""I will share more pictures of my apartment in the coming days, so please visit again soon and if you have any good """"designing""""""Advice, I'm all ears...",Fulfilled,3,"and just received in the mail... just received in the mail. But, if you back up and take in a little more of the room (which is a little messy, but I am sharing anyway), I don't think it looks so bad ",3,ordered
"Bob is in town for a business meeting, so we [arranged to] get together for dinner and a gabfest.","There's a line from the Confucian Analects that, translated into English, goes something like this: ""Is it not delightful to have friends come from far away?""Well, I just got back from a visit with a friend I haven't seen in 25 years.","Gosh, it brought back memories!Bob is my oldest friend; we first met in 1964 or so, when I was all of ten years old.After he moved back east we kept in touch, sporadically, via email, but this was a wonderful chance to just sit and talk.It was indeed delightful to have a friend visit from so far away... in space, and in time.",Fulfilled,3,"Gosh, it brought back memories! It was indeed delightful to have a friend visit from so far away. Gosh, it brought back memories ",3,arranged to
The third technique [required that] I sit up a little with one knee up and then using my afflicted arm on leg and pull.,"Things went pretty quickly from there, and after cutting off my clothes they confirmed that I did pop my shoulder.The EMT, nurse, and doctor tried several different techniques to get it to pop back it but it remained stubborn.I was rather persistent about it myself, but some of those positions they had me do were actually quite comfortable.First, I was face flat for about a hour with my arm hanging off hospital bed and 10 lbs of weights pulling on my arm.The second method was the most painful, so we didn't do that for very long.","That was actually very comfortable and I stayed in that position for well over a hour.Unfortunately, that didn't work either, so they used a mild anesthesia to knock me out for a few minutes while they try to push the stupid ball back into the socket.I woke up after a few minutes, feeling great and relaxed, like waking up to the morning sunrise.But my arm was still detached.They called for an orthopedic doctor to give it a whack, so they had to knock me out again but for a much longer period of time.",Fulfilled,3,That was actually very comfortable and I stayed in that position for well over a hour. That was actually very comfortable and I stayed in that position for well over a hour. That was actually very comfortable and I stayed in that position for well over a hour ,3,required that
"It was 8pm when I got home with my drugs, and I [needed to] eat something.","The very pleasant and attentive doctor diagnosed a mild case of cellulitis, most likely from spider bites.It wasn't warm anymore and she said it looked like it was already healing on its own.The day before, the bright redness encompassed more than the purple area in the picture.Just to be cautious, she prescribed antibiotics and I got a tetanus booster.This is where the drama comes in, believe it or not.","The antibiotic prescribed was doxycycline and there were all kinds of limits on taking food and drink with it.So, I ate dinner instead and took my first dose this morning, on an empty stomach as prescribed, except for a few sips of tea (sans milk).Almost immediately, it turned my stomach.Then, 20 minutes later, I felt much worse.Short story - sudden intense vomiting accompanied by the shakes, hot flashes, and rapid breathing.",Fulfilled,3,"So, I ate dinner instead I ate dinner instead So, I ate dinner instead ",3,needed to
I had told her that if I couldn't get all the grants and financial aid that I [needed to] go to IUP.,"We've had some sad ones too while she's been away.Guess that goes to show how much we really love each other.That's what matters the most.Our love.Ohh, when I talked to my mom this past weekend.","I might need a cosigner for any student loans that I might need.She said, ok, that was cool with her.So, I'm glad I got that out of the way with her.Now, I think I'll wait and see if I do need some loans, then once she signs on the dotted line and the loans are in and accepted.That'S when I'll tell her I'm gay, and everything about Chelle, lol.",Fulfilled,2,"She said, ok, that was cool with her. So, I'm glad I got that out of the way with her ",2,needed to
"I couldn't believe the nerve of my brother's friend when he not only asked if she could bring his stuff to him at 1.30am, but also [requested] sleeping bags so that he and cousin would be warm while abandoning brother and partner and sleeping in the car.","Everything went stupidly wrong and I felt vindicated.More stupid stories have emerged.I must bask in vindication.Alrighty, so it was dumb enough when they all failed to take into account that my brother and his partner were too young to get into clubs, and it was absolute rudeness when cousin decided that he and brother's friend should stay out all night and not take the others home.It was absolute idiocy when they thought I could drunkenly drive out to rescue them (I refused), and was funny when they called mum at 1am and got her out of bed and convinced her to drive for them.","Brother and partner get home and laugh that the other two had no money to get in anywhere, and only about $20 for drinks, meaning they're effectively confined to the one free-entry place, and then can't get into anywhere else after 2am (lockout).""So the plan was to run to a liquor store, buy a cheap bottle of alcohol, get quickly wasted in 15 minutes, then try to get into the free entry place [which happened to be called """"Lucky coq"""", which is pronounced """"Lucky cock""""], while wasted, 15 minutes before lockout, get in there and be able to afford no drinks, not dance because neither of them dance, and hope to attract women.""This is really funny when you've seen cousin before he went out, as he looks like he hasn't bathed or groomed in a week.This is really sad when you consider that brother's friend thinks farting near women is a mating call of sorts (yet he somehow recently managed to get a girlfriend, I'm confused).Anyway, that was all sad enough, but then stories came out about the fails of the night.",Unknown from the context,3,but also [requested] sleeping bags so that he and cousin would be warm while abandoning brother and partner and sleeping in the car. ,2,requested
I had some joy in the mail though - last Friday the books I had [ordered] from Amazon arrived at the same time - the two full Metal Panic novels (2 & 3) and the Japanese textbooks.,"I just really want the shoulders now, though of course I'd like to get the gloves, head and matching belt from Kara.The raid finished at 2200 and I keft for home at 2230, and made myself some scrambled eggs on a slice of toast for dinner when I got in.At,least it wasn't raining when I drove home, a definite relief.This morning I woke up with a nasty headache, so I haven't gone out for a walk yet - my walking things are in the wash anyway, so I'll probably go out in the afternoon.I can't afford to skip exercise now.","The first FMP novel arrived from the Amazon auction seller on... hmm... Wednesday I believe, and the Kino's journey novel arrived this morning.Shame it's the only one that TokyoPop are going to translate.I dunno, maybe one day I'll know enough Japanese to read the others.I also got the confirmation of my order from Dell today.According to the website, my PC is in the pre-construction phase, and I might have to wait until the 1st of September for my PC to arrive, which sucks - that's the Monday I go back to work!",Fulfilled,3,last Friday the books I had [ordered] from Amazon arrived at the same time arrived at the same time last Friday the books I had [ordered] from Amazon arrived at the same time ,2,ordered
The next portion of the transaction [required that] my social Security number be entered into a touchpad for final validation.,"According to the associate, the system is connected to a satellite and only works at certain times of the day, (Perhaps depending on the cloud cover.)At first I thought the whole thing was amusing.I laughed to myself after thinking about how stores were going to handle working with this piece of junk on the day before the trout season opener, when mobs of last minute anglers line up at the counters.The associate then asked me for my drivers license and swiped it through a card reader.The machine then connected to a state computer via satellite and moments later announced that my identity had been pre-approved.",At that point I felt a little uncomfortable.Why do Kmart and the Pennsylvania fish commission need my social Security number?What kind of database is the state building on fishermen and why?Are they selling info to private companies?Am I going to get a free month's subscription to field & Stream?,Unknown from the context,2,Why do Kmart and the Pennsylvania fish commission need my social Security number? ,2,required that
"The electronic sign at the gate instantly told me most of what I [needed to] know: The 5 o'clock flight to Toronto was now scheduled to leave at ten minutes to eight, nearly three hours late.",I got to gate 109 in Terminal C of the Newark airport at a little after 7pm.,"There was no way my 8:05 flight to Pittsburgh would be ready to leave from the same gate fifteen minutes after that.I sat down.At 7:15, the 8:05 time displayed on the departures TV screen became 8:50 and then, a few minutes later, 9:13.At 8:15, the people going to Toronto finally boarded their flight.At ten minutes to nine the clerk at the gate announced our plane was inbound and would land at about nine and that it would take about half an hour to prepare it for the flight out.",Fulfilled,3,"The electronic sign at the gate instantly told me The electronic sign at the gate instantly told me most of what I [needed to] know The 5 o'clock flight to Toronto was now scheduled to leave at ten minutes to eight, nearly three hours late. ",0,needed to
Soon enough we got to Darwin and [arranged to] meet up on the evening for a post tour party.,"It was a huge 4 cart petrol tanker too!Our Guide will, who was a top bloke and kept us entertained throughout, gave us a couple of puzzles to pass the time including this one | - you have those 4 vertical lines and can't move them or alter them in any way.You can add 4 straight lines of your own to make a type of vehicle.There are a couple of solutions, I got one of them after racking my brain for a while.Can you get one?","It was a good laugh though we didn't stay out that long as another early morning beckoned.I got dragged up for a few of the bar games, one involved putting on as many pairs of pants as possible in 2 mins while wearing boxing gloves, that was tough!The other was for a $50 bar tab and involved blowing a balloon up until it burst, first burst the winner, I came close but a big fat Irish bloke won it, superior lung capacity in his moobs the deciding factor I reckon.Had fun explaining moobs to the girls who didn't speak English as a first language.The last game was a limbo competition, I'm not very good at limbo and only lasted a couple of rounds.",Fulfilled,3,It was a good laugh though we didn't stay out that long It was a good laugh though we didn't stay out that long It was a good laugh though we didn't stay out that long as another early morning beckoned. ,3,arranged to
"We [requested] she get a shot of the antibiotics while we waited for the ""specialist.""","Well, they took it out but could not get it back in.After trying off and on for the whole day they gave up.""We were told a """"specialist"""" would come and do it after 8 pm that night.""She had already missed a dose of antibiotics, which were being given through the IV.We decided not to wait any longer, she was doing much better but still needed to receive those medicines.","That was not possible for some reason.So they decided to change her to oral medicines instead.Now this sounds like no big deal, right?Well the oral medicines are not as strong and being an exclusively breast fed baby, Abigail had a hard time taking all these medicines by mouth.""Oh yeah, the """"specialist"""" never came.""",Unfulfilled,3,That was not possible for some reason That was not possible for some reason That was not possible for some reason ,3,requested
After the show we went to Chris and Alyssas place and they had [ordered] pizza and hot wings for us.,"It seemed liked during the whole show for every band that played it was only a couple people in the very front in the middle that weren't dancing.I like shows like that, where the whole crowd is into the bands and having a good time.I fucking hate the shows where people are just listening to the band, but seems like they are staring off into space and not moving at all.Boring people kill ME!So yeah it was a really good show.","We ate and played with the baby and talked for a long ass time.Stayed up really late then we all crashed.Today they took us to see NoHo, also ate some good food at Panera Bread.I'm back in Bako now.If you want to see the pics I took and posted check out my twitpic feed: http/twitpic.com/photos/onekidneyjoe I think now I am going to see if I hang out with Shanne and play on his brand new PS3 with him.",Fulfilled,3,We ate We ate We ate ,3,ordered
"We had [arranged to] meet with some other school friends earlier in the week, but I didn't hear from her until afterwards as she had been away.","Jump to the full entry & travel map Wolverhampton, England, United Kingdom following our hectic day in London on Thursday, Friday was meant to be a relaxing day before the weekend which was going to be full of visitors.I'd booked a manicure/pedicure for myself and my mum, for the Friday afternoon.However, mid morning I got a text from Jane, a girl I went to school with.We'd lost contact in 2000, but last year I managed to find her on facebook, and we'd tried to arrange to meet up before I left for NZ, but just couldn't manage to find a date we were both available.","Anyway to cut a long story short, she sent me a text to say she was free all day Friday but without a car.Obviously I had the beautician's appointment in the afternoon, but we managed to get the bus to Stourbridge to meet her and her gorgeous son Alex, and spend a couple of hours with them, before getting the bus back into Wolverhampton to go to the beauticians.Not quite as relaxing as I'd originally planned but it was lovely to see Jane, and catch up on the last 8 years.Saturday was the day of the family party.I decided to treat myself to a haircut before everyone arrived.",Fulfilled,2,"we managed to get the bus to Stourbridge to meet her and her gorgeous son Alex, and spend a couple of hours with them we managed to get the bus to Stourbridge to meet her ",2,arranged to
Definitely the kind of thing I [needed to] read right now.,"Probably one of the best manga I've read.It's essentially about a group of guys trying to make it as a band, and they get shit from everywhere and everyone, but they keep at it.""One of those """"Go after your dream"""" things with a much more mature take on it (Not the usual *insert magic* Crap).""","I'm 1 vol away from finishing all 33 volumes, and then I'm thinking of moving to the anime, though I don't really trust anime adaptations too much.Though I read a review that says it's pretty faithful to the manga.Big recommendation for anyone who enjoys slice-of-life and knows their music well.Linkie for you",Fulfilled,3,Probably one of the best manga I've read. Probably one of the best manga I've read Probably one of the best manga I've read. ,3,needed to
In an ideal situation I would have simply [arranged to] bring him back to Chicago for that.,"Not our marriage, not my life, not her life, nothing.I've already lost two children, to think that I could have lost him, that we could have lost him.I just don't understand how she could have put his life in danger like that.I was separated from Abby and Joe for close to six months.As if it wasn't hard enough just being away from them, I was also dealing with my father and everything that revolved around his cancer diagnosis and treatment.","Unfortunately, my father was a stubborn man and set in his ways, and he wasn't leaving his home and friends.I'm sorry if I couldn't pick up on the hints Abby might have been dropping in her phone calls to me, I'm sorry if I didn't hear what she wasn't saying because of all the other distractions going on around me.I can't begin to describe how relieved I was when my father's health showed signs of stabilizing.I grabbed hold of that Ray of hope and made the decision to go back to Chicago long enough to convince Abby to take some time off so we could take Joe back to Croatia.I'm not naive, I knew that my father's illness was terminal, but, I wanted to give him the chance to meet my wife and to see my son, his grandson, before he died.",Unfulfilled,3,"Unfortunately, my father was a stubborn man and set in his ways, and he wasn't leaving his home and friends Unfortunately, my father was a stubborn man and set in his ways, and he wasn't leaving his home Unfortunately, my father was a stubborn man and set in his ways ",3,arranged to
"For example a few minutes ago my sister came in and [demanded] to use the computer, I said no, but wanted to show her something if she hadn't already seen it, she had (it was a Nickleback parody ""I wanna be a popstar"") and then tried to sit on me to gain the computer.",Why do people just think they can do whatever they what you might think or feel or be doing?,"So I kicked her butt (literally) and she hit the wall (literally) and then she slapped me on the arm and hit me on the head and ran off.Okay, maybe what I did hurt but she had no right to try and take the computer off me like that!And I'm going to have a bruise!!!Grr, the entitlement some people feel.",Unfulfilled,3,she slapped me on the arm and hit me on the head and ran off. So I kicked her butt (literally) and she hit the wall (literally) and then she slapped me on the arm and hit me on the head and ran off So I kicked her butt (literally) and she hit the wall (literally) and then she slapped me on the arm and hit me on the head and ran off ,3,demanded
I had [ordered] something he no longer had and sighed in disappointment as if my day were ruined.,"When I first accompanied Lisa to Zbigniew Chojnacki's crepe cart down the street from my office, I wasn't all that interested in buying a crepe, and instead bought a package of polish cookies for Dave.Today's visit connected me, instead, to a fellow foodie-artist.","The guy was really apologetic about it, and suggested that I eat a nutella crepe instead, on him.""He went on to insist that nutella was made with healthy ingredients and no preservatives, but I told him I was off sweets today, so he then made me a smaller version of the crepe I had first ordered, scraping out what was left of the coconut veggie chicken and insisting that he wouldn't let me pay for a """"lesser"""" crepe.""Savvy business practices, or the soul of an artist?I'd like to believe the latter.Connected with another fellow foodie in the park tonight, and got to try lots more new things: Black liquorice toffee chews made in England, whitefish salad and shrimp pasta salad from whole Foods, multigrain crackers, and the most delicious strawberries I've tasted since late June.",Unfulfilled,3,he no longer had something he no longer had ordered] something he no longer had ,2,ordered
I did and Ken headed back to the terminal building where I [arranged to] meet him later.,"At midday Ken and I headed off the Pacific Dawn once again, through the small terminal building and out waiting for tour 2, the ""Yellow Tchu train"".This is a 4 'carriage' fun train which takes a number of passengers around parts of Noumea, then to a look out where each passenger is given a drink [champagne, soft drink, water, juice, as one likes] and a couple of small French style pastries.Initially the tour followed much the same route as this morning's tour, that is, around the city streets and coconut square but then headed more inland and to a couple of look outs where one could see over the city itself as well as other parts.Also lasting about 2:45hours we eventually headed back towards the Pacific Dawn.""As we went through the city the """"train"""" stopped to allow those who wanted to shop locally to get off.""","We had been told, on board' that we needed to change currency because the local businesses would not accept Australian dollars.However, apart from one clothing shop, all the places I ventured in to listed prices in both CPF and $A and in some cases using $A was slightly cheaper than CPF.Now, I must say that nothing in cheap in Noumea.A can of coke can cost up to about $A7 a can, but again, if one needs to have a drink one must be prepared to pay whatever the going price is.",Unknown from the context,3,None,3,arranged to
Not that we [needed to] be there any earlier mind you.,"When we'd finished eating and drinking and was time to leave, typically it was raining quite a bit outside!Had been nice all day up till then so had no coat, then it had to start didnt it!Anyway, got back to the house then pretty much just idled around on the computer for the rest of the night.Sunday Originally, we wernt sure what we were doing Sunday, but it ended up we went back to collectormania.Though, we didnt get up till like gone 11am, and didnt actually get to the venue until 1-2pm!","Did however this time get my Nick Brendon auto, and also my free auto from the random star wars alien.Also bought a couple of new sets of trading cards and a folder to put them in.That was about it though, again after wandering around for ages, we decided to leave for the final time, so headed off for food.Typically I got the newbie who didnt have a clue what she was doing and kept messing everything up... poor girl looked like she was going to have a panic attack!!Started the day in a bad mood after getting kicked out of bed by Laura and she was in a bad mood and generally being nasty which in turn made me pissed off, but by the late afternoon my mood had improved a bit.",Fulfilled,2,"Though, we didnt get up till like gone 11am, and didnt actually get to the venue until 1-2pm! Though, we didnt get up till like gone 11am, and didnt actually get to the venue until 1-2pm ",2,needed to
"She [asked for] my age, occupation blah and started taking photos.","Anyway, I went in the office, met this lady named Peipei.She looks young and friendly, prolly 20+... and that helped me.Because, previously, I was scared.Going there alone...Meeting some angent.","Okay, my sister didn't tell me I was called to model for some chatline thingy.Peipei told me to pose with my handphone.""In my heart, I was """" Hey lady, there's only 2 pose I can do; messaging and talking on the phone! """" But there she was, taking like millions of photos.""Hahaha.Bo bian...",Fulfilled,2,"She [asked for] my age, occupation blah my age, occupation blah ",2,asked for
"Now, I had [ordered] first, and then she had given her order.",We stopped at the Jack in the box on Willow for lunch.Arbitrarium had never been to Jack in the box before!She was entranced and enthralled by the selection.She was also buying my food because of the gas I was using.We both got the Chipotle chicken ciabatta.,"The cashier asked me for a name, but I didn't say anything since I wasn't paying, so she asked arbitrarium for a name, and she didn't say anything because she's weird.""The cashier was sort of confused and asked for a name, so arbitrarium said, """"Pete.""""""""The cashier went with it, even calling for """"Pete"""" and looking at us with amusement when she brought our food out.""I told Arby about my mozzarella sticks the year before, and she declared that we totally needed to do that on the way home.She also suggested getting egg rolls, but when the time came, she decided against them, so it's really only the mozzarella sticks that matter in this story.",Fulfilled,3,"when she brought our food out ""The cashier went with it, even calling for """"""""Pete"""""""" and looking at us with amusement when she brought our food out."" and then she had given her order. ",3,ordered
"Chicken broth sounded like it might feel good to sip, so Francis [arranged to] have room service bring me some.","And evidently train is the only way to get there if you aren't walking the Inca trail--there are no roads.Arriving late morning, we discovered that our hotel actually was situated over a very large area on both sides of the tracks near the station, a collection of one- and two-story casitas on beautiful grounds filled with tropical shrubs, trees, orchids, and hummingbird feeders where you could watch an amazing show anytime it was daylight.Despite the smiling face in the photo, I woke up with nausea that morning, and tossed whatever I had in my stomach even before breakfast.Eating anything at all did not seem like a good idea after that, so I sipped water all day long and sat down when possible out of the sun.By evening I was running a temperature and had a headache, so I stayed in bed once we got back from the site, and skipped dinner.","At no charge whatsoever, I might add.We had, after all, paid for all meals, but usually that wouldn't include room service.We can't say enough good things about natural habitat adventures, Francis and this trip.The next day and for several days after, I didn't have nausea, but I really had no appetite at all.We'll never know if it was the Malarone or some bug.",Fulfilled,3,"Francis [arranged to] have room service bring me some At no charge whatsoever, I might add. At no charge whatsoever, I might add. ",2,arranged to
"If ever there was a time where I [needed to] not have distractions and remember every word of our last conversation, this would be it.","Why is it that girls take into account every word like a good literary critique but still never come out with a really solid answer?Because feelings are a pain in the head.Perhaps since I'm going back a good 2 weeks before him, I'll be less irritated that I only saw him once even though he was all of an hour and 15 minutes away from me for most of the summer.Maybe it'll be good for me to settle my classes, jobs and lack of social life and forget that I ever had a lousy freshman year with a great guy who had completely different interests and thus bored me to death.Yeah, why don't I keep telling myself that.","Because what sticks out is the stuff that I was offended by and what sort of fogs away is the stuff that he said so kindly and Matt-ly so that I don't see even the remotest balance.""He reminded me of how stupid (I was going to use the word """"foolish"""" but that sounded a bit cliche for this particular part of my writing) and girlish I was and then I reminded him how needy and uninteresting he/we were and then how our relationship was based fully on our complete and utter physical attraction to one another (trust me, few people think either of us are particularly good looking) wasn't exactly your most strong foundation.""Already knew that.I'm not getting anywhere.Pathetically, hearing his voice makes me gasp, seeing him makes me automatically want to reach out and hugging him is such a horrible idea that I got those three things in one and just about imploded.",Unfulfilled,3,Because what sticks out is the stuff that I was offended by and what sort of fogs away is the stuff what sort of fogs away is the stuff that he said so kindly and Matt-ly so that I don't see even the remotest balance. Because what sticks out is the stuff that I was offended by and what sort of fogs away is the stuff that he said so kindly and Matt-ly so that I don't see even the remotest balance. ,3,needed to
My doctor [scheduled] me for an induction at my 37 week appointment.,I wrote about my birth experience with Avery a couple years ago because I didn't want to forget anything about it so I figure I will do the same for Hadleigh.I sincerely thought everything would go relatively in the same manner as it did with Avery but all I can say is that no two labor and deliveries are entirely the same!What do you know?Everyone who told me that was correct; I should have listened!Here's the story of how Hadleigh came into the world.,"During my second trimester he had mentioned possibly inducing me a week early to try and avoid having a repeat performance of Avery's delivery.With Avery I pushed for two and a half hours and then my doctor told me I had the choice of a C-section or forceps because it seemed my pelvis was a bit too small and her head couldn't make it's way past my pelvic bone on her own.I opted for forceps during that delivery but I had a hard recovery.When Dr. Hansen mentioned inducing me a week early I can't say I was against the idea, actually I was behind the idea wholeheartedly.I think I said, Today?",Unknown from the context,2,"When Dr. Hansen mentioned inducing me a week early I can't say I was against the idea, actually I was behind the idea wholeheartedly.I think I said, Today? ",2,scheduled
Then I had an MRI [scheduled] for my cervical spine at 11 that I didnt think I'd make because I had work but I figured I'd get it out of the way cuz idunno when else I'd be able to do it if not today.,So its weird.I called out for my first time today which I didnt think I'd be able to do but I got in touch with Dr.adam early and luckily Kiana was able to come in and work with Julie.There was no way I was goin in today.So I went to see Dr.rosen & she told me I may have a virus... which in my opinion means the Dr. Just doenst know what it is.Told me to take some vitamin C and zinc.,"It was really long and boring and nervewracking laying still for so long.But its over with now so that is good.After that I came home and took a nap until my dad came home and then I just laid around some more.I went to CVS and got an enlargement of this photo of a dog I took with his mouth open.I decided that would be my first art drawing for this class, she said we could draw whatever we wanted with whatever medium we wanted so im givin this a shot.",Fulfilled,3,It was really long and boring and nervewracking laying still for so long. It was really long and boring and nervewracking laying still for so long.But its over with now so that is good. It was really long and boring and nervewracking laying still for so long. ,3,scheduled
"I used to think that I was teaching at a high level because I [demanded] from my kids, but ""WHAT""","In the project that my group is doing for the school board presentation, I put in a hyperlink to the student samples on the power point because the papers were too large to put into frame.However, when I emailed it to my group, the link got changed so the papers and the link are not tied together now.Not sure how to fix this but there must be a way before we submit it to taskstream.What is going well: This class has been awesome.I must admit, I started off thinking I would not have the right stuff for it, but now I am jazzed up and have implemented what our school budget has allowed and will continue to do so, because it helps kids really understand material.",I was demanding was low level.I have rethought my entire approach to teaching!,Unfulfilled,2,"but ""WHAT""  I was demanding was low level.I have rethought my entire approach to teaching! ""but """"WHAT""""  I was demanding was low level."" """"""WHAT""""  I was demanding was low level."" ",3,demanded
"I had [ordered] quiche, but it was a strange-looking ""quiche.""","We asked them to clean up.They did, sort of, so we asked them again and then again.At least the staff was polite and cooperative about it.I asked for olive oil for my salad-- no olive oil, so I specifically requested some sort of non-mayonnaise dressing, and they said ok.Then the food came.","It looked like the thickest pizza ever.I didn't order pizza, and I didn't want a meal of dough.I took one small bite and could barely chew it.DD#1 went over to the waitress and whispered something.The waitress came over and asked what would I like instead.",Fulfilled,2,"but it was a strange-looking ""quiche.""  It looked like the thickest pizza ever. It looked like the thickest pizza ever.I didn't order pizza, and I didn't want a meal of dough. ""it was a strange-looking """"quiche."""""" ",3,ordered
I [arranged to] see her over the next few days:,"Woke up at a reasonable hour for once.I only had $20 left so I bought a loaf of bread and a bar of chocolate from Hakei store, and phoned Valerie Jane from the card-phone.","She has offered me food-board-pocket money work.Picking avocados.Avocados?!I paid Tony for my last night's stay and packed.I said goodbye to everyone within hearing distance, patted Einstein, walked out the door.",Unknown from the context,3,None,3,arranged to
"I know she [needed to] get home to Florida so she can thaw out,I wish I could be there myself.","We went to a very cool restaurant that night called pf Chang's,great food awesome comapany.When we got home it was time for some pics,so many,erica is such the model,she doesn't take a bad pic,I so wish I could say that and you'll see what I mean,I promiseShe was suppose to leave in the morning but snow and ice 3hrs North kept her here another night,the new year was alraedy being good to me.We set our alarms,I headed up stairs to bed while she settled under the covers on the couch in the living room.I didn't want her to leave it was special having someone to share my house with and she's an awesome girl,it was sad to see her leave,I had an awesome time and I think she did to.It truely was the best new Years ever and I hope we can do it again!","Oh almost four weeks fulltime and it just gets better,I know there will be challenges along the way but I'm gonna handle them the best I can.Now for those that have read my mini series,here are the pics I promised.Happy new Year,I wish ya all the best!Just so you know I tried to download more pics but as you can't see they refused to appear.",Fulfilled,2,"it was sad to see her leave, it was sad to see her leave ",2,needed to
